Temperature,Vibration,Pressure,Flow_Rate,Current,Voltage,FFT_Temp_0,FFT_Vib_0,FFT_Pres_0,FFT_Temp_1,FFT_Vib_1,FFT_Pres_1,FFT_Temp_2,FFT_Vib_2,FFT_Pres_2,FFT_Temp_3,FFT_Vib_3,FFT_Pres_3,FFT_Temp_4,FFT_Vib_4,FFT_Pres_4,FFT_Temp_5,FFT_Vib_5,FFT_Pres_5,FFT_Temp_6,FFT_Vib_6,FFT_Pres_6,FFT_Temp_7,FFT_Vib_7,FFT_Pres_7,FFT_Temp_8,FFT_Vib_8,FFT_Pres_8,FFT_Temp_9,FFT_Vib_9,FFT_Pres_9,Fault_Type
46.006138389940745,2.038361948941895,56.77576626662028,6.184384884245218,12.409519185105198,215.76240317977295,772.4030555849378,32.43653696810859,971.8053329444324,3.760639990038533,0.7340329076542752,30.874568073471508,8.787639238476183,1.1572855650104112,4.36885570129168,22.0885384171332,1.2899624398204828,33.970444830874605,2.527476738771772,0.4367473655328159,23.42855838422488,2.203178125327554,1.6654180873582425,25.82056732710248,2.527476738771772,0.4367473655328159,23.42855838422488,22.0885384171332,1.2899624398204828,33.970444830874605,8.787639238476183,1.1572855650104112,4.36885570129168,3.760639990038533,0.7340329076542752,30.874568073471508,0
,2.5736682711713375,76.1598432073422,,14.906389533182749,215.4658589161615,,,,,0.7245586246695747,27.268295483689055,12.553524682078336,1.13083663595981,8.104434509498875,19.490310389195376,1.2831125837513473,41.364096343026546,6.938894922019745,0.4132757151944868,25.072174294278984,7.003837354445977,1.624437401882405,35.14438322104843,6.938894922019745,0.4132757151944868,25.072174294278984,19.490310389195376,1.2831125837513473,41.364096343026546,12.553524682078336,1.13083663595981,8.104434509498875,8.365136937707097,0.7245586246695747,27.268295483689055,0
,3.2434906025326966,92.37261387343464,,15.05405061613334,202.04356827369983,765.965069093824,,,9.559769343398791,0.9344011869039626,30.137126618956284,12.29182876454624,0.8034301901682489,13.262436139648177,21.10899293534202,0.9722555483134704,43.4171194875133,5.463528870581039,0.5341889433814464,20.17910606901814,5.366510092450653,1.9879544409925904,28.962322142541495,5.463528870581039,0.5341889433814464,20.17910606901814,21.10899293534202,0.9722555483134704,43.4171194875133,12.29182876454624,0.8034301901682489,13.262436139648177,9.559769343398791,0.9344011869039626,30.137126618956284,0
,3.142903597416271,94.14955783812928,,16.417891037530218,216.6990980829856,,,,,0.1692337876906217,29.91993843357546,10.321110149224303,1.13986996355448,13.293431311901736,20.86372599163531,0.6062508801823985,43.64890786290783,6.577441140395685,1.168588014517312,19.947964492909005,7.395141425123939,2.995769692345137,28.729546430414818,6.577441140395685,1.168588014517312,19.947964492909005,20.86372599163531,0.6062508801823985,43.64890786290783,10.321110149224303,1.13986996355448,13.293431311901736,10.251865777254558,0.1692337876906217,29.91993843357546,0
,3.139959551127767,94.44100613028476,,10.89942491015752,227.32829081821745,,,,,0.1726778493804111,36.06506667099646,14.441648718484812,1.1490881339679782,7.149397462452461,8.163299652251009,0.6273483917513291,45.46178653542014,17.847825654660078,1.1782806740250718,14.754874645342223,9.786409080205203,3.0168952125371327,22.410130715716548,17.847825654660078,1.1782806740250718,14.754874645342223,8.163299652251009,0.6273483917513291,45.46178653542014,14.441648718484812,1.1490881339679782,7.149397462452461,18.313107261826133,0.1726778493804111,36.06506667099646,3
,3.1975136943039466,94.39166871014832,,16.777701821541992,207.2576788092321,,,,,0.4050817016350543,27.103814376163644,20.978525175884116,0.6401592733859238,32.007876372650784,15.612400225633342,0.9123487715398284,29.5186840633396,10.79202515374568,1.2175767745593016,27.953739031780255,2.3325867912567446,3.5357654573129587,4.820764373138786,10.79202515374568,1.2175767745593016,27.953739031780255,15.612400225633342,0.9123487715398284,29.5186840633396,20.978525175884116,0.6401592733859238,32.007876372650784,22.0695378358829,0.4050817016350543,27.103814376163644,0
,3.3671626436064375,96.3260831062912,,6.886825105191674,230.4848265105059,,,,,0.3538246068657399,24.518797375579396,20.889112908651462,0.6524524146958707,31.722654795035183,15.14460139171027,0.8777913792458748,25.449327106222377,11.689909695502749,1.1888667824190264,32.011306520499645,3.973339652715708,3.6335527582925113,8.8919628345962,11.689909695502749,1.1888667824190264,32.011306520499645,15.14460139171027,0.8777913792458748,25.449327106222377,20.889112908651462,0.6524524146958707,31.722654795035183,22.217216424370537,0.3538246068657399,24.518797375579396,0
,3.243816791089022,101.98845271545188,,13.110346342908567,224.87774821084335,,,,,0.9092963294749776,22.00967538649616,9.319990502316884,0.3814164979499011,34.25488383007037,7.93851376426557,1.651092661456512,26.47011860440823,17.36034846774505,1.8539125582955351,30.036575951186745,8.986880026493395,2.860247146471421,6.23475966786782,17.36034846774505,1.8539125582955351,30.036575951186745,7.93851376426557,1.651092661456512,26.47011860440823,9.319990502316884,0.3814164979499011,34.25488383007037,19.616344614539894,0.9092963294749776,22.00967538649616,0
,3.336207659110279,98.34674557196804,,13.535178472645368,212.6576667802896,,,,,1.4591697992702937,11.05825294235901,7.462172922253866,0.4331358105678833,42.190938299695254,10.113404974207596,1.5696919820487114,36.04098519441889,15.11026445481457,1.312091014584918,34.2185575568736,6.720943043705233,3.419775964339564,18.10249700125348,15.11026445481457,1.312091014584918,34.2185575568736,10.113404974207596,1.5696919820487114,36.04098519441889,7.462172922253866,0.4331358105678833,42.190938299695254,18.611971265942625,1.4591697992702937,11.05825294235901,0
,3.2664482975767464,96.81888506411116,,16.899980478213717,218.58470362662152,,,,,2.0066900625860526,10.97327452942029,8.518086392879756,0.6380903447915375,42.09567048400173,9.128676337494948,0.9325326624408992,35.86362778100024,17.065672779435605,1.8073288616846812,34.24311732154571,8.913691491636541,2.7348259525827388,17.864220619021694,17.065672779435605,1.8073288616846812,34.24311732154571,9.128676337494948,0.9325326624408992,35.86362778100024,8.518086392879756,0.6380903447915375,42.09567048400173,16.765592163423154,2.0066900625860526,10.97327452942029,1
